PID,College,Level,lab01,lab01 - Max Points,lab01 - Lateness (H:M:S),lab02,lab02 - Max Points,lab02 - Lateness (H:M:S),project01,project01 - Max Points,project01 - Lateness (H:M:S),lab03,lab03 - Max Points,lab03 - Lateness (H:M:S),project01_free_response,project01_free_response - Max Points,project01_free_response - Lateness (H:M:S),lab04,lab04 - Max Points,lab04 - Lateness (H:M:S),lab05,lab05 - Max Points,lab05 - Lateness (H:M:S),project02_checkpoint01,project02_checkpoint01 - Max Points,project02_checkpoint01 - Lateness (H:M:S),Midterm,Midterm - Max Points,Midterm - Lateness (H:M:S),lab06,lab06 - Max Points,lab06 - Lateness (H:M:S),project02_checkpoint02,project02_checkpoint02 - Max Points,project02_checkpoint02 - Lateness (H:M:S),lab07,lab07 - Max Points,lab07 - Lateness (H:M:S),project02,project02 - Max Points,project02 - Lateness (H:M:S),project02_free_response,project02_free_response - Max Points,project02_free_response - Lateness (H:M:S),lab08,lab08 - Max Points,lab08 - Lateness (H:M:S),lab09,lab09 - Max Points,lab09 - Lateness (H:M:S),project03_checkpoint01,project03_checkpoint01 - Max Points,project03_checkpoint01 - Lateness (H:M:S),project03,project03 - Max Points,project03 - Lateness (H:M:S),Final,Final - Max Points,Final - Lateness (H:M:S),Total Lateness (H:M:S),project05_free_response,project05_free_response - Max Points,project05_free_response - Lateness (H:M:S),project04,project04 - Max Points,project04 - Lateness (H:M:S),project05,project05 - Max Points,project05 - Lateness (H:M:S),discussion01,discussion01 - Max Points,discussion01 - Lateness (H:M:S),discussion02,discussion02 - Max Points,discussion02 - Lateness (H:M:S),discussion03,discussion03 - Max Points,discussion03 - Lateness (H:M:S),discussion04,discussion04 - Max Points,discussion04 - Lateness (H:M:S),discussion05,discussion05 - Max Points,discussion05 - Lateness (H:M:S),discussion06,discussion06 - Max Points,discussion06 - Lateness (H:M:S),discussion07,discussion07 - Max Points,discussion07 - Lateness (H:M:S),discussion08,discussion08 - Max Points,discussion08 - Lateness (H:M:S),discussion09,discussion09 - Max Points,discussion09 - Lateness (H:M:S),discussion10,discussion10 - Max Points,discussion10 - Lateness (H:M:S)
A14577063,WA,JR,96.59128387,100,00:00:00,85.99636698,100,00:00:00,82.1596828,85,00:00:00,86.67041557,100,00:00:00,14.49634325,15,00:00:00,97.48885278,100,42:14:50,64.28798872,70,00:00:00,8.575639647,10,00:00:00,42.20651509,47,00:00:00,61.200305,85,00:00:00,9.968992876,10,00:00:00,70.23990144,100,00:00:00,75,75,00:00:00,24.26665756,25,00:00:00,81.43283497,100,00:00:00,47.50698501,50,00:00:00,6.482497996,10,00:00:00,94.03385972,100,00:00:00,77.73930125,87,00:00:00,42:14:50,25,25,00:00:00,75,75,42:14:50,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,42:14:50,9.549113398,10,00:00:00,9.842747925,10,42:14:50,8.97582334,10,00:00:00,10,10,00:00:00,9.270930199,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14223205,SI,SR,95.84284697,100,00:00:00,100,100,00:00:00,81.56339767,85,00:00:00,87.22218544,100,00:00:00,13.61607409,15,00:00:00,99.65950089,100,00:00:00,66.08476511,70,00:00:00,10,10,00:00:00,46.07960429,47,00:00:00,85,85,705:02:27,10,10,00:00:00,86.7080177,100,00:00:00,67.97158124,75,00:00:00,25,25,00:00:00,92.4159414,100,00:00:00,50,50,00:00:00,3.732805833,10,00:00:00,95.3906264,100,00:00:00,82.75410445,87,00:00:00,705:02:27,25,25,00:00:00,75,75,00:00:00,73.72282062,75,705:02:27,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.479173935,10,00:00:00,10,10,705:02:27,10,10,00:00:00,10,10,00:00:00,10,10,705:02:27,10,10,00:00:00,8.364979424,10,00:00:00
A14407221,RE,JR,74.17570707,100,55:41:56,83.49406752,100,00:00:00,68.56002542,85,00:00:00,100,100,00:00:00,9.20122448,15,00:00:00,84.63550401,100,00:00:00,60.5139958,70,00:00:00,10,10,00:00:00,30.48487191,47,00:00:00,74.60820881,85,557:54:22,9.788839055,10,00:00:00,88.70825393,100,00:00:00,66.19662051,75,00:00:00,25,25,00:00:00,,100,00:00:00,50,50,00:00:00,0,10,00:00:00,74.43859184,100,00:00:00,85.10674763,87,00:00:00,613:36:18,23.11925762,25,00:00:00,58.27174934,75,00:00:00,61.96321124,75,00:00:00,10,10,00:00:00,10,10,00:00:00,9.100768204,10,00:00:00,10,10,00:00:00,9.761752915,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.550785766,10,00:00:00,9.349806906,10,00:00:00,9.581087926,10,00:00:00
A14577063,TH,JR,93.39324402,100,00:00:00,95.10944926,100,00:00:00,82.51963071,85,00:00:00,84.55401463,100,00:00:00,8.17718033,15,00:00:00,93.72654142,100,42:14:50,62.31247876,70,00:00:00,10,10,00:00:00,37.42986645,47,00:00:00,59.2752758,85,00:00:00,10,10,00:00:00,75.9298434,100,00:00:00,64.10235945,75,00:00:00,25,25,00:00:00,92.11278847,100,00:00:00,41.37424495,50,00:00:00,1.828770604,10,00:00:00,87.75266083,100,00:00:00,78.75512599,87,00:00:00,42:14:50,23.22386467,25,42:14:50,73.15547663,75,00:00:00,75,75,42:14:50,6.652386172,10,00:00:00,9.017286038,10,42:14:50,10,10,42:14:50,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.707458484,10,00:00:00,10,10,42:14:50
A14155244,TH,JR,84.8166449,100,00:00:00,59.99074469,100,00:00:00,62.53200752,85,00:00:00,64.39314661,100,00:00:00,15,15,00:00:00,94.61094716,100,00:00:00,38.25898745,70,00:00:00,9.836239984,10,00:00:00,39.31994853,47,00:00:00,58.17467327,85,00:00:00,,10,00:00:00,89.0505594,100,00:00:00,52.70843514,75,00:00:00,25,25,00:00:00,79.22756845,100,00:00:00,42.30702172,50,00:00:00,2.835221093,10,00:00:00,80.87385644,100,00:00:00,70.67852071,87,00:00:00,00:00:00,19.52894624,25,00:00:00,52.69897356,75,00:00:00,63.35916499,75,00:00:00,7.552867567,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.628794101,10,00:00:00,10,10,00:00:00,5.816914618,10,00:00:00,9.67374166,10,00:00:00,10,10,00:00:00,9.534162825,10,00:00:00,10,10,00:00:00
A14429482,FI,JR,100,100,00:00:00,74.14199905,100,00:00:00,81.41774421,85,00:00:00,78.81337376,100,00:00:00,12.56815896,15,00:00:00,89.97501641,100,00:00:00,70,70,00:00:00,10,10,00:00:00,46.99126749,47,00:00:00,75.23463044,85,00:00:00,10,10,00:00:00,70.24133143,100,00:00:00,64.39531091,75,00:00:00,25,25,00:00:00,84.28023622,100,00:00:00,47.89185005,50,00:00:00,5.435364153,10,00:00:00,74.88995167,100,00:00:00,68.43091206,87,00:00:00,22:31:06,24.72390719,25,00:00:00,71.8710531,75,00:00:00,74.76880379,75,00:00:00,10,10,00:00:00,10,10,00:00:00,9.353388462,10,00:00:00,10,10,00:00:00,9.877264607,10,00:00:00,6.428343891,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.785920268,10,00:00:00,9.03636946,10,00:00:00
A14301194,FI,SO,87.48353981,100,00:00:00,100,100,00:00:00,65.0488771,85,00:00:00,100,100,00:00:00,15,15,00:00:00,93.77026468,100,44:52:26,61.38505066,70,00:00:00,10,10,00:00:00,47,47,00:00:00,52.74055453,85,460:00:56,4.310004848,10,00:00:00,89.00676048,100,00:00:00,75,75,00:00:00,22.18821961,25,00:00:00,61.44526498,100,00:00:00,24.90711894,50,00:00:00,3.82472553,10,00:00:00,78.62219127,100,00:00:00,71.40532363,87,00:00:00,504:53:22,16.31839018,25,00:00:00,58.44240411,75,00:00:00,67.37977488,75,00:00:00,8.239460024,10,00:00:00,10,10,00:00:00,8.632932795,10,00:00:00,9.255067842,10,00:00:00,9.94463539,10,504:53:22,9.837254178,10,00:00:00,8.57573525,10,00:00:00,7.654165428,10,00:00:00,8.228216435,10,00:00:00,9.438055103,10,00:00:00
A14330717,WA,JR,90.82991012,100,00:00:00,86.91592633,100,00:00:00,75.56221042,85,00:00:00,86.06216835,100,00:00:00,13.46480885,15,00:00:00,100,100,24:38:32,70,70,00:00:00,7.285501622,10,00:00:00,31.18551784,47,00:00:00,85,85,00:00:00,2.973431223,10,00:00:00,88.83651652,100,00:00:00,72.95247256,75,00:00:00,25,25,00:00:00,84.43919413,100,405:37:42,50,50,00:00:00,0,10,00:00:00,100,100,00:00:00,82.8989592,87,00:00:00,430:16:14,24.37554144,25,24:38:32,66.06609184,75,00:00:00,73.44975927,75,00:00:00,9.830562437,10,00:00:00,10,10,00:00:00,7.769111447,10,430:16:14,10,10,00:00:00,8.864053171,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.481936209,10,00:00:00,10,10,00:00:00,8.306469348,10,430:16:14
A14322486,WA,SR,100,100,00:00:00,64.78691478,100,00:00:00,61.33544047,85,00:00:00,82.25334976,100,00:00:00,14.25515584,15,00:00:00,76.26847621,100,46:48:38,63.93743069,70,00:00:00,3.42875274,10,00:00:00,45.00208826,47,00:00:00,71.25700817,85,00:00:00,8.701132737,10,00:00:00,87.29867296,100,00:00:00,75,75,00:00:00,24.79603871,25,00:00:00,,100,00:00:00,44.52166371,50,00:00:00,4.51058514,10,00:00:00,83.21993397,100,00:00:00,65.89213055,87,00:00:00,46:51:36,15.63572765,25,00:00:00,53.39009693,75,00:00:00,59.24913352,75,00:00:00,10,10,00:00:00,9.74315668,10,00:00:00,8.770312711,10,00:00:00,10,10,00:00:00,6.293287984,10,00:00:00,9.576013577,10,00:00:00,10,10,00:00:00,7.3121055,10,00:00:00,5.702752083,10,00:00:00,10,10,00:00:00
A14770853,SI,SR,87.07201421,100,00:00:00,,100,00:00:00,59.03106055,85,00:00:00,63.27827322,100,00:00:00,2.32492478,15,00:00:00,23.51554214,100,42:18:27,44.16174892,70,00:00:00,,10,00:00:00,36.89245356,47,00:00:00,53.96722276,85,00:00:00,,10,00:00:00,81.72344232,100,416:19:19,73.25571383,75,00:00:00,12.04615611,25,00:00:00,54.03219518,100,00:00:00,21.96115818,50,00:00:00,,10,00:00:00,75.14152772,100,00:00:00,68.25073279,87,00:00:00,458:37:46,17.89408321,25,00:00:00,57.0009056,75,00:00:00,63.8498727,75,00:00:00,7.200589756,10,00:00:00,10,10,00:00:00,9.96985154,10,42:18:27,10,10,00:00:00,8.756714957,10,00:00:00,7.581172634,10,00:00:00,7.303224907,10,00:00:00,8.067119607,10,00:00:00,10,10,42:18:27,6.550412367,10,42:18:27
A14232135,SI,JR,98.91694003,100,00:00:00,86.69805011,100,00:00:00,61.148853,85,00:00:00,97.41176113,100,00:00:00,9.406293051,15,00:00:00,99.05854927,100,00:00:00,68.90303446,70,00:00:00,,10,00:00:00,46.62370458,47,00:00:00,79.72446742,85,318:00:58,4.602851048,10,00:00:00,90.11785644,100,00:00:00,75,75,00:00:00,17.09223312,25,00:00:00,97.72803995,100,00:00:00,49.99966427,50,00:00:00,0.1289902526,10,00:00:00,92.03082602,100,00:00:00,80.49147616,87,00:00:00,333:13:34,22.87011369,25,00:00:00,56.44808762,75,00:00:00,66.34498993,75,00:00:00,8.604776414,10,00:00:00,7.619844405,10,00:00:00,7.747627823,10,00:00:00,9.735100763,10,333:13:34,10,10,00:00:00,8.303863374,10,333:13:34,6.848548907,10,00:00:00,10,10,00:00:00,7.666947572,10,00:00:00,9.581662946,10,00:00:00
A14335976,SI,JR,100,100,00:00:00,72.64488916,100,00:00:00,83.29850431,85,00:00:00,96.6731019,100,00:00:00,15,15,00:00:00,80.39514263,100,00:00:00,58.87382444,70,00:00:00,10,10,00:00:00,47,47,00:00:00,84.56388097,85,00:00:00,10,10,00:00:00,98.23504125,100,00:00:00,74.1747074,75,00:00:00,21.44841343,25,00:00:00,81.11361329,100,00:00:00,46.16677143,50,00:00:00,6.299655666,10,00:00:00,91.96300285,100,00:00:00,73.77947615,87,00:00:00,00:00:00,25,25,00:00:00,74.86286617,75,00:00:00,75,75,00:00:00,9.751384069,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.647028034,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14490387,WA,JR,80.52207074,100,47:26:10,97.04731424,100,00:00:00,83.7262107,85,00:00:00,93.41972417,100,00:00:00,11.60563724,15,00:00:00,80.1398484,100,12:08:58,63.3304871,70,00:00:00,9.820237665,10,00:00:00,29.74134935,47,00:00:00,54.34910475,85,431:48:42,7.12742681,10,00:00:00,85.40558236,100,00:00:00,60.45910182,75,00:00:00,19.52671261,25,00:00:00,87.17415569,100,00:00:00,50,50,00:00:13,1.492910371,10,00:00:00,95.57197783,100,00:00:00,72.42903392,87,00:00:00,491:24:29,24.73036618,25,00:00:00,75,75,431:48:42,75,75,12:08:58,9.203512994,10,00:00:00,10,10,00:00:00,10,10,431:48:42,10,10,431:48:42,10,10,00:00:00,10,10,00:00:13,10,10,47:26:10,10,10,00:00:00,10,10,12:08:58,10,10,00:00:13
A14282114,RE,SR,99.80782798,100,00:00:00,100,100,00:00:00,83.48448903,85,00:00:00,100,100,00:00:00,10.66270893,15,00:00:00,100,100,00:00:00,66.16338927,70,00:00:00,10,10,00:00:00,46.62859065,47,00:00:00,85,85,00:00:00,10,10,00:00:00,99.46580842,100,00:00:00,71.9070399,75,00:00:00,21.76639294,25,00:00:00,98.57457148,100,00:00:00,49.37627524,50,00:00:00,4.957577629,10,00:00:00,95.30986509,100,00:00:00,71.3488179,87,00:00:00,00:00:00,25,25,00:00:00,75,75,00:00:00,74.94250178,75,00:00:00,9.56314925,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14429482,WA,JR,88.79011007,100,00:00:00,85.59483192,100,00:00:00,70.08366242,85,00:00:00,88.96710607,100,00:00:00,13.67446795,15,00:00:00,93.53901387,100,00:00:00,65.90440734,70,00:00:00,9.684876524,10,00:00:00,47,47,00:00:00,66.7056295,85,00:00:00,10,10,00:00:00,74.90192514,100,00:00:00,73.27693347,75,00:00:00,25,25,00:00:00,91.31612842,100,00:00:00,47.09311921,50,00:00:00,3.972693244,10,00:00:00,79.1892011,100,00:00:00,69.15747372,87,00:00:00,22:31:06,21.88468066,25,00:00:00,62.34206655,75,00:00:00,69.5674068,75,00:00:00,10,10,00:00:00,9.995923791,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.213112697,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.907278374,10,00:00:00,8.968042888,10,00:00:00
A14610212,SI,SR,84.27704045,100,00:00:00,70.66223281,100,00:00:00,58.15659668,85,00:00:00,70.64731094,100,00:00:00,13.50790482,15,00:00:00,90.46467997,100,46:46:14,46.48470021,70,285:54:27,8.535769446,10,588:07:50,46.71972866,47,00:00:00,81.57616923,85,00:00:00,,10,00:00:00,61.7041022,100,00:00:00,67.98493697,75,00:00:00,25,25,00:00:00,,100,00:00:00,48.36235931,50,00:00:00,0.7245866671,10,00:00:00,86.98069601,100,00:00:00,59.74331069,87,00:00:00,1232:24:22,17.17329146,25,00:00:00,53.23675426,75,00:00:00,58.33977254,75,00:00:00,9.039752489,10,00:00:00,10,10,00:00:00,6.524456315,10,00:00:00,8.190969451,10,00:00:00,7.792825005,10,00:00:00,8.444675829,10,00:00:00,10,10,46:46:14,9.33549806,10,00:00:00,8.801286812,10,00:00:00,7.189645702,10,00:00:00
A14137484,WA,SR,80.29731484,100,00:00:00,100,100,00:00:00,69.96794061,85,00:00:00,100,100,00:00:00,15,15,00:00:00,99.56177636,100,42:06:36,70,70,00:00:00,10,10,00:00:00,36.08328424,47,00:00:00,77.37736592,85,362:42:24,10,10,00:00:00,88.2967206,100,00:00:00,74.9677853,75,00:00:00,25,25,00:00:00,61.545474,100,00:00:00,49.53320093,50,00:00:00,1.407190499,10,00:00:00,92.881093,100,00:00:00,80.36246181,87,00:00:00,534:39:53,21.94721397,25,00:00:00,66.93794359,75,00:00:00,72.95843536,75,00:00:00,9.845410422,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.448789398,10,00:00:00,9.626809713,10,00:00:00,8.861158825,10,00:00:00,10,10,00:00:00,10,10,534:39:53
A14919736,RE,SR,59.05054259,100,00:00:00,,100,00:00:00,,85,00:00:00,57.03147047,100,00:00:00,,15,00:00:00,48.54876573,100,47:58:47,13.57099188,70,00:00:00,,10,00:00:00,38.49175656,47,00:00:00,54.94339134,85,00:00:28,,10,00:00:00,90.03934501,100,00:00:00,75,75,00:00:00,25,25,00:00:00,21.98904069,100,00:00:00,38.51949455,50,00:00:00,,10,00:00:00,77.47156943,100,00:00:00,59.0498668,87,00:00:00,47:59:15,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,47:59:15,,10,00:00:00
A14313679,WA,SR,78.97115702,100,00:00:00,90.61694849,100,00:00:00,71.95428233,85,00:00:00,80.04420879,100,268:26:07,15,15,00:00:00,100,100,00:00:00,69.35979405,70,00:00:00,10,10,00:00:00,40.74840117,47,00:00:00,76.67789578,85,00:00:00,10,10,00:00:00,87.13384932,100,434:14:10,66.36446849,75,00:00:00,19.02398435,25,00:00:00,99.00448227,100,00:00:00,48.26898717,50,00:00:00,0,10,00:00:00,96.81394736,100,00:00:00,83.30364974,87,00:00:00,702:40:17,21.15582595,25,00:00:00,69.19047431,75,00:00:00,75,75,00:00:00,10,10,00:00:00,7.675180283,10,00:00:00,10,10,702:40:17,10,10,00:00:00,9.677337699,10,00:00:00,6.20944122,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14540066,WA,SR,93.24309495,100,00:00:00,73.95827132,100,00:00:00,77.08696446,85,00:00:00,95.77250225,100,00:00:00,15,15,00:00:00,82.69395632,100,00:00:00,58.32804709,70,00:00:00,4.706184489,10,00:00:00,28.87361445,47,00:00:00,80.66389744,85,00:00:00,10,10,00:00:00,87.58690013,100,00:00:00,73.28953219,75,00:00:00,25,25,00:00:00,73.0923086,100,00:00:00,44.20998105,50,00:00:00,,10,00:00:00,86.96992736,100,00:00:00,71.98523026,87,00:00:00,00:00:00,24.63382434,25,00:00:00,73.83248286,75,00:00:00,75,75,00:00:00,8.067792538,10,00:00:00,10,10,00:00:00,9.539144771,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.403957441,10,00:00:00
A14226639,SI,JR,100,100,00:00:00,80.10662682,100,00:00:00,75.96749262,85,00:00:00,100,100,00:00:00,11.23352542,15,00:00:00,98.37479783,100,267:41:00,,70,00:00:00,,10,00:00:00,38.84759796,47,00:00:00,59.01585941,85,00:00:00,,10,00:00:00,97.97055819,100,00:00:00,74.04630426,75,00:00:00,22.79217189,25,00:00:00,56.21637193,100,00:00:00,46.4790876,50,00:00:00,1.982477474,10,00:00:00,87.70857996,100,00:00:00,63.31574067,87,00:00:00,289:01:02,22.00602402,25,00:00:00,70.98857053,75,00:00:00,75,75,289:01:02,10,10,00:00:00,10,10,00:00:00,9.971803716,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.891579813,10,00:00:00,7.631828744,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14313679,WA,SR,85.93007291,100,00:00:00,90.81388665,100,00:00:00,69.77507391,85,00:00:00,74.85000682,100,268:26:07,13.90076129,15,00:00:00,93.93863389,100,00:00:00,65.34511635,70,00:00:00,5.749582687,10,00:00:00,42.61224422,47,00:00:00,71.14208025,85,00:00:00,10,10,00:00:00,89.51280881,100,434:14:10,75,75,00:00:00,25,25,00:00:00,100,100,00:00:00,50,50,00:00:00,3.692200168,10,00:00:00,100,100,00:00:00,71.61150945,87,00:00:00,702:40:17,21.7109082,25,00:00:00,67.46891662,75,00:00:00,70.53552227,75,00:00:00,9.001022415,10,00:00:00,10,10,00:00:00,9.77311184,10,00:00:00,9.423652271,10,00:00:00,8.822202049,10,00:00:00,9.946938799,10,00:00:00,9.330137327,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14376530,MU,SO,100,100,00:00:00,92.3986801,100,00:00:00,72.33505685,85,00:00:00,100,100,00:00:00,10.15448331,15,00:00:00,74.65092435,100,47:37:35,70,70,00:00:00,8.389251198,10,00:00:00,37.53735671,47,00:00:00,73.94624715,85,00:00:00,6.013060131,10,00:00:00,85.17738007,100,00:00:00,63.43741398,75,00:00:00,24.22238983,25,00:00:00,37.74252239,100,00:00:00,45.89985396,50,00:00:00,,10,00:00:00,100,100,00:00:00,69.19355508,87,00:00:00,47:37:35,21.80477793,25,00:00:00,66.47003711,75,00:00:00,72.71598872,75,00:00:00,10,10,00:00:00,10,10,00:00:00,8.245303388,10,00:00:00,8.253234727,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.533223105,10,00:00:00,10,10,00:00:00,8.537395005,10,00:00:00
A14301194,TH,SO,89.59208213,100,00:00:00,99.49151109,100,00:00:00,54.23432424,85,00:00:00,94.6992873,100,00:00:00,14.47164125,15,00:00:00,91.43722376,100,44:52:26,70,70,00:00:00,9.268423767,10,00:00:00,46.23906979,47,00:00:00,61.48504659,85,460:00:56,1.116302769,10,00:00:00,74.03025069,100,00:00:00,69.07612004,75,00:00:00,25,25,00:00:00,68.7465121,100,00:00:00,28.70962273,50,00:00:00,4.557018666,10,00:00:00,83.06706645,100,00:00:00,72.58181062,87,00:00:00,504:53:22,13.30537054,25,00:00:00,51.48397101,75,00:00:00,56.91893699,75,00:00:00,8.903616252,10,00:00:00,8.164849904,10,00:00:00,10,10,00:00:00,6.605898621,10,00:00:00,10,10,00:00:00,6.980648896,10,00:00:00,7.460376551,10,00:00:00,7.905300245,10,00:00:00,10,10,00:00:00,10,10,00:00:00
A14545267,WA,JR,89.49490269,100,00:00:00,95.39086767,100,00:00:00,59.26844661,85,00:00:00,77.59983841,100,00:00:00,12.45234803,15,00:00:00,87.61853461,100,45:17:14,63.00276722,70,00:00:00,8.225210092,10,00:00:00,38.67333205,47,00:00:00,68.1820735,85,00:00:00,10,10,00:00:00,85.31351747,100,00:00:00,65.34944637,75,00:00:00,24.82892572,25,00:00:00,88.36376159,100,00:00:00,32.18840502,50,00:01:22,0.7236625758,10,00:00:00,96.81933382,100,00:00:00,69.33273718,87,00:00:00,63:28:47,14.59873336,25,00:00:00,53.55432935,75,00:00:00,58.36193083,75,00:00:00,8.652309884,10,00:00:00,10,10,00:00:00,8.911365365,10,00:00:00,7.762863947,10,00:00:00,10,10,00:00:00,8.805850168,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.053196168,10,00:00:00,8.907743642,10,00:00:00
A14223205,SI,SR,100,100,00:00:00,93.33314033,100,00:00:00,77.58531448,85,00:00:00,99.97149208,100,00:00:00,15,15,00:00:00,89.79838608,100,00:00:00,68.68645166,70,00:00:00,9.194507666,10,00:00:00,40.10166087,47,00:00:00,85,85,705:02:27,4.904948203,10,00:00:00,95.38324639,100,00:00:00,69.8112961,75,00:00:00,16.54257908,25,00:00:00,90.4788041,100,00:00:00,48.6529312,50,00:00:00,1.472942948,10,00:00:00,100,100,00:00:00,74.45273223,87,00:00:00,705:02:27,21.568756,25,705:02:27,75,75,00:00:00,75,75,00:00:00,10,10,00:00:00,8.014895562,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.244963371,10,00:00:00,10,10,00:00:00,8.800312992,10,00:00:00,9.146263603,10,00:00:00,10,10,00:00:00
A14046754,RE,JR,100,100,00:00:00,84.95189643,100,00:00:00,77.07698475,85,00:00:00,98.89745866,100,252:33:32,11.31435394,15,00:00:00,95.69237226,100,00:00:00,68.44561039,70,00:00:00,10,10,00:00:00,41.89722214,47,00:00:00,71.8964756,85,584:31:58,6.590857831,10,00:00:00,84.73994987,100,00:00:00,75,75,00:00:00,25,25,00:00:00,88.53056691,100,244:42:17,42.31501437,50,00:00:00,0.8788684112,10,00:00:00,85.03420669,100,00:00:00,67.14322458,87,00:00:00,1269:26:53,23.85731372,25,00:00:00,72.99970826,75,00:00:00,75,75,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.549437397,10,00:00:00,10,10,00:00:00,10,10,244:42:17
A14366857,TH,SR,90.97974572,100,00:00:00,86.89462863,100,00:00:00,76.00058581,85,00:00:00,98.22228792,100,00:00:00,12.65215414,15,00:00:00,79.49299874,100,00:00:00,,70,00:00:00,,10,00:00:00,34.6102791,47,00:00:00,59.96876604,85,00:00:00,,10,00:00:00,81.63266876,100,00:00:00,66.81725882,75,00:00:00,,25,00:00:00,28.06862936,100,00:00:00,42.52745907,50,00:00:00,,10,00:00:00,93.04060723,100,00:00:00,65.31874582,87,00:00:00,00:00:00,22.64714225,25,00:00:00,67.573401,75,00:00:00,72.76366121,75,00:00:00,10,10,00:00:00,9.771325059,10,00:00:00,8.590631072,10,00:00:00,10,10,00:00:00,10,10,00:00:00,8.749434461,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,9.69056191,10,00:00:00
A14000225,SI,SR,,100,00:00:00,,100,00:00:00,,85,00:00:00,,100,00:00:00,,15,00:00:00,,100,00:00:00,,70,00:00:00,,10,00:00:00,,47,00:00:00,,85,00:00:00,,10,00:00:00,,100,00:00:00,,75,00:00:00,,25,00:00:00,,100,00:00:00,,50,00:00:00,,10,00:00:00,,100,00:00:00,,87,00:00:00,00:00:00,,25,00:00:00,,75,00:00:00,,75,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00,,10,00:00:00
A14327063,FI,SR,75.42530306,100,00:00:00,40.76988409,100,00:00:00,65.9838943,85,00:00:00,89.1277041,100,00:00:00,15,15,00:00:00,,100,00:00:00,39.56008862,70,00:00:00,,10,00:00:00,47,47,00:00:00,77.42451184,85,00:00:00,,10,00:00:00,75.68990863,100,00:00:00,65.7845989,75,00:00:00,25,25,00:00:00,71.15484474,100,453:54:49,35.8719919,50,00:00:00,,10,00:00:00,89.73617613,100,00:00:00,73.54219727,87,00:00:00,644:57:10,15.94257049,25,00:00:00,61.15498679,75,00:00:00,67.16913709,75,644:57:10,10,10,00:00:00,8.060900044,10,644:57:10,10,10,00:00:00,10,10,00:00:00,10,10,00:00:00,10,10,644:57:10,9.906454888,10,00:00:00,10,10,00:00:00,7.688993549,10,00:00:00,8.098346307,10,00:00:00
A14948245,FI,SO,100,100,00:00:00,82.02007585,100,00:00:00,57.93621541,85,00:00:00,85.99190428,100,00:00:00,5.086585041,15,00:00:00,92.52686906,100,02:17:57,66.2206164,70,00:00:00,2.922059096,10,00:00:00,46.21285168,47,00:00:00,72.26201362,85,00:00:00,3.442708078,10,00:00:00,67.2182461,100,00:00:00,68.70330878,75,00:00:00,25,25,00:00:00,53.94329835,100,00:00:00,50,50,00:00:00,1.109863231,10,00:00:00,85.39202266,100,00:00:00,75.2673877,87,00:00:00,02:17:57,16.24458236,25,00:00:00,61.28236368,75,00:00:00,65.71258981,75,00:00:00,10,10,00:00:00,8.7802874,10,00:00:00,8.32947841,10,00:00:00,9.672683916,10,00:00:00,10,10,00:00:00,6.602962397,10,00:00:00,10,10,00:00:00,8.765181792,10,00:00:00,7.708690108,10,00:00:00,7.282388224,10,00:00:00
